route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
9011025003000000,1,252500000000000264,,1,1252500000000000264
9011025003000000,1,252500000000000265,,1,1252500000000000265
9011025003000000,1,252500000000000266,,1,1252500000000000266
9011025003000000,1,252500000000000267,,1,1252500000000000267
9011025003000000,1,252500000000000268,,1,1252500000000000268
9011025003000000,1,252500000000000269,,1,1252500000000000269
9011025003000000,1,252500000000000270,,1,1252500000000000270
9011025003000000,1,252500000000000271,,1,1252500000000000271
9011025003000000,1,252500000000000272,,1,1252500000000000272
9011025003000000,1,252500000000000273,,0,1252500000000000273
9011025003000000,1,252500000000000274,,0,1252500000000000274
9011025003000000,1,252500000000000275,,0,1252500000000000275
9011025003000000,1,252500000000000276,,0,1252500000000000276
9011025003000000,1,252500000000000277,,0,1252500000000000277
9011025003000000,1,252500000000000278,,0,1252500000000000278
9011025003000000,1,252500000000000279,,0,1252500000000000279
9011025003000000,1,252500000000000280,,0,1252500000000000280
9011025003000000,1,252500000000000281,,0,1252500000000000281
9011025003000000,1,252500000000000282,,0,1252500000000000282
9011025003000000,1,252500000000000283,,0,1252500000000000283
9011025003000000,1,252500000000000284,,0,1252500000000000284
9011025003100000,1,252500000000000285,,1,1252500000000000285
9011025003100000,4,252500000000000286,,1,1252500000000000286
9011025003100000,1,252500000000000287,,1,1252500000000000287
9011025003100000,4,252500000000000288,,1,1252500000000000288
9011025003100000,1,252500000000000289,,1,1252500000000000289
9011025003100000,1,252500000000000290,,1,1252500000000000290
9011025003100000,1,252500000000000291,,1,1252500000000000291
9011025003100000,1,252500000000000292,,1,1252500000000000292
9011025003100000,1,252500000000000293,,0,1252500000000000293
9011025003100000,1,252500000000000294,,0,1252500000000000294
9011025003100000,1,252500000000000295,,0,1252500000000000295
9011025003100000,1,252500000000000296,,0,1252500000000000296
9011025003100000,4,252500000000000297,,0,1252500000000000297
9011025003100000,1,252500000000000298,,0,1252500000000000298
9011025003100000,1,252500000000000299,,0,1252500000000000299
9011025003100000,4,252500000000000300,,0,1252500000000000300
9011025003200000,1,252500000000000301,,1,1252500000000000301
9011025003200000,1,252500000000000302,,1,1252500000000000302
9011025003200000,1,252500000000000303,,1,1252500000000000303
9011025003200000,4,252500000000000304,,1,1252500000000000304
9011025003200000,1,252500000000000305,,1,1252500000000000305
9011025003200000,4,252500000000000306,,1,1252500000000000306
9011025003200000,1,252500000000000307,,1,1252500000000000307
9011025003200000,2,252500000000000308,,1,1252500000000000308
9011025003200000,2,252500000000000309,,1,1252500000000000309
9011025003200000,3,252500000000000310,,1,1252500000000000310
9011025003200000,3,252500000000000311,,1,1252500000000000311
9011025003200000,1,252500000000000312,,1,1252500000000000312
9011025003200000,1,252500000000000313,,1,1252500000000000313
9011025003200000,1,252500000000000314,,1,1252500000000000314
9011025003200000,1,252500000000000315,,0,1252500000000000315
9011025003200000,3,252500000000000316,,0,1252500000000000316
9011025003200000,1,252500000000000317,,0,1252500000000000317
9011025003200000,1,252500000000000318,,0,1252500000000000318
9011025003200000,1,252500000000000319,,0,1252500000000000319
9011025003200000,4,252500000000000320,,0,1252500000000000320
9011025003200000,1,252500000000000321,,0,1252500000000000321
9011025003200000,4,252500000000000322,,0,1252500000000000322
9011025003200000,1,252500000000000323,,0,1252500000000000323
9011025003200000,1,252500000000000324,,0,1252500000000000324
9011025003200000,1,252500000000000325,,0,1252500000000000325
9011025003200000,2,252500000000000326,,0,1252500000000000326
9011025003200000,3,252500000000000327,,0,1252500000000000327
9011025003200000,2,252500000000000328,,0,1252500000000000328
9011025004300000,1,252500000000000329,,1,1252500000000000329
9011025004300000,1,252500000000000330,,1,1252500000000000330
9011025004300000,1,252500000000000331,,1,1252500000000000331
9011025004300000,1,252500000000000332,,1,1252500000000000332
9011025004300000,1,252500000000000333,,1,1252500000000000333
9011025004300000,2,252500000000000334,,1,1252500000000000334
9011025004300000,3,252500000000000335,,1,1252500000000000335
9011025004300000,1,252500000000000336,,0,1252500000000000336
9011025004300000,1,252500000000000337,,0,1252500000000000337
9011025004300000,1,252500000000000338,,0,1252500000000000338
9011025004300000,2,252500000000000339,,0,1252500000000000339
9011025004300000,3,252500000000000340,,0,1252500000000000340
9011025004300000,1,252500000000000341,,0,1252500000000000341
9011025004400000,3,252500000000000342,,1,1252500000000000342
9011025004400000,3,252500000000000343,,1,1252500000000000343
9011025004400000,2,252500000000000344,,1,1252500000000000344
9011025004400000,1,252500000000000345,,1,1252500000000000345
9011025004400000,1,252500000000000346,,1,1252500000000000346
9011025004400000,1,252500000000000347,,1,1252500000000000347
9011025004400000,1,252500000000000348,,1,1252500000000000348
9011025004400000,1,252500000000000349,,1,1252500000000000349
9011025004400000,1,252500000000000350,,0,1252500000000000350
9011025004400000,1,252500000000000351,,0,1252500000000000351
9011025004400000,1,252500000000000352,,0,1252500000000000352
9011025004400000,1,252500000000000353,,0,1252500000000000353
9011025004400000,2,252500000000000354,,0,1252500000000000354
9011025004400000,3,252500000000000355,,0,1252500000000000355
9011025004400000,3,252500000000000356,,0,1252500000000000356
9011025004400000,1,252500000000000357,,0,1252500000000000357
9011025004500000,9,252500000000000358,,1,1252500000000000358
9011025004500000,9,252500000000000359,,1,1252500000000000359
9011025004500000,9,252500000000000360,,0,1252500000000000360
9011025004500000,9,252500000000000361,,0,1252500000000000361
9011025004600000,3,252500000000000362,,1,1252500000000000362
9011025004600000,4,252500000000000363,,1,1252500000000000363
9011025004600000,4,252500000000000364,,1,1252500000000000364
9011025004600000,1,252500000000000365,,1,1252500000000000365
9011025004600000,3,252500000000000366,,0,1252500000000000366
9011025004600000,4,252500000000000367,,0,1252500000000000367
9011025004600000,1,252500000000000368,,0,1252500000000000368
9011025004600000,4,252500000000000369,,0,1252500000000000369
9011025004700000,1,252500000000000370,,1,1252500000000000370
9011025004700000,10,252500000000000371,,1,1252500000000000371
9011025004700000,11,252500000000000372,,1,1252500000000000372
9011025004700000,1,252500000000000373,,0,1252500000000000373
9011025004700000,10,252500000000000374,,0,1252500000000000374
9011025004700000,11,252500000000000375,,0,1252500000000000375
9011025005000000,1,252500000000000376,,1,1252500000000000376
9011025005000000,3,252500000000000377,,1,1252500000000000377
9011025005000000,1,252500000000000378,,0,1252500000000000378
9011025005000000,3,252500000000000379,,0,1252500000000000379
9011025005100000,12,252500000000000380,,1,1252500000000000380
9011025005100000,8,252500000000000381,,1,1252500000000000381
9011025005100000,1,252500000000000382,,1,1252500000000000382
9011025005100000,1,252500000000000383,,0,1252500000000000383
9011025005100000,1,252500000000000384,,0,1252500000000000384
9011025005200000,1,252500000000000385,,1,1252500000000000385
9011025005200000,1,252500000000000386,,0,1252500000000000386
9011025005300000,3,252500000000000387,,1,1252500000000000387
9011025005300000,8,252500000000000388,,1,1252500000000000388
9011025005300000,1,252500000000000389,,1,1252500000000000389
9011025005300000,1,252500000000000390,,0,1252500000000000390
9011025005300000,8,252500000000000391,,0,1252500000000000391
9011025005300000,3,252500000000000392,,0,1252500000000000392
9011025005400000,1,252500000000000393,,1,1252500000000000393
9011025005400000,1,252500000000000394,,1,1252500000000000394
9011025005400000,1,252500000000000395,,1,1252500000000000395
9011025005400000,1,252500000000000396,,1,1252500000000000396
9011025005400000,2,252500000000000397,,1,1252500000000000397
9011025005400000,2,252500000000000398,,1,1252500000000000398
9011025005400000,3,252500000000000399,,1,1252500000000000399
9011025005400000,1,252500000000000400,,1,1252500000000000400
9011025005400000,2,252500000000000401,,0,1252500000000000401
9011025005400000,1,252500000000000402,,0,1252500000000000402
9011025005400000,1,252500000000000403,,0,1252500000000000403
9011025005400000,1,252500000000000404,,0,1252500000000000404
9011025005400000,12,252500000000000405,,0,1252500000000000405
9011025005400000,8,252500000000000406,,0,1252500000000000406
9011025005400000,2,252500000000000407,,0,1252500000000000407
9011025005400000,3,252500000000000408,,0,1252500000000000408
9011025005400000,1,252500000000000409,,0,1252500000000000409
9011025005500000,2,252500000000000410,,1,1252500000000000410
9011025005500000,1,252500000000000411,,1,1252500000000000411
9011025005500000,1,252500000000000412,,1,1252500000000000412
9011025005500000,3,252500000000000413,,1,1252500000000000413
9011025005500000,2,252500000000000414,,0,1252500000000000414
9011025005500000,1,252500000000000415,,0,1252500000000000415
9011025005500000,1,252500000000000416,,0,1252500000000000416
9011025005500000,3,252500000000000417,,0,1252500000000000417
9011025006100000,1,252500000000000418,,1,1252500000000000418
9011025006100000,1,252500000000000419,,1,1252500000000000419
9011025006100000,1,252500000000000420,,0,1252500000000000420
9011025006100000,1,252500000000000421,,0,1252500000000000421
9011025006300000,1,252500000000000422,,1,1252500000000000422
9011025006300000,1,252500000000000423,,1,1252500000000000423
9011025006300000,1,252500000000000424,,1,1252500000000000424
9011025006300000,3,252500000000000425,,1,1252500000000000425
9011025006300000,3,252500000000000426,,0,1252500000000000426
9011025006300000,1,252500000000000427,,0,1252500000000000427
9011025006300000,1,252500000000000428,,0,1252500000000000428
9011025006300000,1,252500000000000429,,0,1252500000000000429
9011025009100000,9,252500000000000430,,1,1252500000000000430
9011025009100000,9,252500000000000431,,1,1252500000000000431
9011025009100000,9,252500000000000432,,0,1252500000000000432
9011025009100000,9,252500000000000433,,0,1252500000000000433
9011025009400000,13,252500000000000434,,1,1252500000000000434
9011025009400000,14,252500000000000435,,1,1252500000000000435
9011025009400000,15,252500000000000436,,1,1252500000000000436
9011025009400000,16,252500000000000437,,1,1252500000000000437
9011025009400000,17,252500000000000438,,1,1252500000000000438
9011025009400000,16,252500000000000439,,0,1252500000000000439
9011025009400000,9,252500000000000440,,0,1252500000000000440
9011025009400000,17,252500000000000441,,0,1252500000000000441
9011025009700000,1,252500000000000442,,1,1252500000000000442
9011025009700000,1,252500000000000443,,1,1252500000000000443
9011025009700000,1,252500000000000444,,1,1252500000000000444
9011025009700000,1,252500000000000445,,1,1252500000000000445
9011025009700000,1,252500000000000446,,1,1252500000000000446
9011025009700000,1,252500000000000447,,1,1252500000000000447
9011025009700000,1,252500000000000448,,0,1252500000000000448
9011025009700000,1,252500000000000449,,0,1252500000000000449
9011025009700000,1,252500000000000450,,0,1252500000000000450
9011025009700000,1,252500000000000451,,0,1252500000000000451
9011025009700000,1,252500000000000452,,0,1252500000000000452
9011025009700000,1,252500000000000453,,0,1252500000000000453
9011025009800000,1,252500000000000454,,1,1252500000000000454
9011025009800000,1,252500000000000455,,0,1252500000000000455
9011025010000000,1,252500000000000456,,1,1252500000000000456
9011025010000000,1,252500000000000457,,1,1252500000000000457
9011025010000000,2,252500000000000458,,1,1252500000000000458
9011025010000000,3,252500000000000459,,1,1252500000000000459
9011025010000000,2,252500000000000460,,1,1252500000000000460
9011025010000000,3,252500000000000461,,1,1252500000000000461
9011025010000000,2,252500000000000462,,1,1252500000000000462
9011025010000000,2,252500000000000463,,1,1252500000000000463
9011025010000000,3,252500000000000464,,1,1252500000000000464
9011025010000000,3,252500000000000465,,1,1252500000000000465
9011025010000000,2,252500000000000466,,1,1252500000000000466
9011025010000000,3,252500000000000467,,1,1252500000000000467
9011025010000000,1,252500000000000468,,1,1252500000000000468
9011025010000000,1,252500000000000469,,1,1252500000000000469
9011025010000000,1,252500000000000470,,0,1252500000000000470
9011025010000000,1,252500000000000471,,0,1252500000000000471
9011025010000000,2,252500000000000472,,0,1252500000000000472
9011025010000000,3,252500000000000473,,0,1252500000000000473
9011025010000000,2,252500000000000474,,0,1252500000000000474
9011025010000000,2,252500000000000475,,0,1252500000000000475
9011025010000000,3,252500000000000476,,0,1252500000000000476
9011025010000000,3,252500000000000477,,0,1252500000000000477
9011025010000000,2,252500000000000478,,0,1252500000000000478
9011025010000000,3,252500000000000479,,0,1252500000000000479
9011025010000000,1,252500000000000480,,0,1252500000000000480
9011025010000000,2,252500000000000481,,0,1252500000000000481
9011025010000000,3,252500000000000482,,0,1252500000000000482
9011025010000000,1,252500000000000483,,0,1252500000000000483
9011025010000000,1,252500000000000484,,0,1252500000000000484
9011025010000000,2,252500000000000485,,0,1252500000000000485
9011025010000000,3,252500000000000486,,0,1252500000000000486
9011025010200000,18,252500000000000487,,1,1252500000000000487
9011025010200000,18,252500000000000488,,0,1252500000000000488
9011025010300000,18,252500000000000489,,1,1252500000000000489
9011025010300000,18,252500000000000490,,0,1252500000000000490
9011025010400000,1,252500000000000491,,1,1252500000000000491
9011025010400000,19,252500000000000492,,0,1252500000000000492
9011025010400000,20,252500000000000493,,0,1252500000000000493
9011025010400000,21,252500000000000494,,0,1252500000000000494
9011025010400000,22,252500000000000495,,0,1252500000000000495
9011025010500000,18,252500000000000496,,1,1252500000000000496
9011025010500000,18,252500000000000497,,0,1252500000000000497
9011025010800000,18,252500000000000498,,1,1252500000000000498
9011025010800000,18,252500000000000499,,0,1252500000000000499
9011025011000000,18,252500000000000500,,1,1252500000000000500
9011025011000000,18,252500000000000501,,0,1252500000000000501
9011025011100000,18,252500000000000502,,1,1252500000000000502
9011025011100000,21,252500000000000503,,1,1252500000000000503
9011025011100000,18,252500000000000504,,0,1252500000000000504
9011025011100000,21,252500000000000505,,0,1252500000000000505
9011025011300000,18,252500000000000506,,1,7252500000000000506
9011025011300000,18,252500000000000507,,0,7252500000000000507
9011025013300000,1,252500000000000508,,1,1252500000000000508
9011025013300000,1,252500000000000509,,0,1252500000000000509
9011025013500000,1,252500000000000510,,1,1252500000000000510
9011025013500000,1,252500000000000511,,0,1252500000000000511
9011025013700000,1,252500000000000512,,1,1252500000000000512
9011025013700000,23,252500000000000513,,0,1252500000000000513
9011025013700000,24,252500000000000514,,0,1252500000000000514
9011025013800000,1,252500000000000515,,1,1252500000000000515
9011025013800000,24,252500000000000516,,0,1252500000000000516
